Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
"Pears, Asian, Russest, Yoinashi, U.S. #1, 10 lb 14",0.900684,0.500839305904188,0.0,6.0,17.221746,8.80932511325936,0.0,74.04,584,226,Packaged Grocery
OG1 GR SPIRU ENERGY BAR,0.682692,0.582671909858978,0.0,3.0,30.472146999999996,25.790290656723105,0.0,137.64,312,172,Packaged Grocery
LEEP CHEESEBURGER DINNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Packaged Grocery
COMPLETE PRENATAL,0.26666599999999996,0.593616839704664,0.0,2.0,8.216,18.2677580139749,0.0,61.44,15,15,Vitamins
"PUDDING MIX,OG,BTRSCOT",0.919075,0.294000593488578,0.0,2.0,15.364739000000002,5.16159921658434,0.0,35.04,173,116,Packaged Grocery
Kid'sblock SPF 30,2.428571,1.53529894715748,0.0,6.0,10.239523,5.18924895932974,0.0,18.12,21,16,Body Care
Infant Tie-Dye,0.950216,0.5777039194582609,0.0,8.0,44.497229,27.1359478403163,0.0,382.56,462,212,Body Care
"CRYSTAL DEODRNT,ROLL-ON",2.770212,1.8361351471849598,1.0,12.0,7.3171479999999995,4.80316916957829,2.57,32.52,470,224,Body Care
"RICOTTA,BETTERTHAN,GF,DF",0.733333,0.531143879883983,0.0,4.0,27.633392999999998,20.0905454495322,0.0,152.36,165,115,Refrigerated Grocery
"ENCHILADA SAUCE,MLD G",1.0,0.0,1.0,1.0,30.504038,3.05100578698516,25.45,34.5,52,48,Packaged Grocery
OG2 AHLASKA COCOA N DARY,0.17164100000000002,0.3784837061676,0.0,1.0,9.177686,20.4680388632751,0.0,67.71,134,92,Packaged Grocery
"HND & BDY LTN,SANDALWOOD",2.741772,1.74203099237939,0.0,15.0,12.325822,7.32997240450117,0.0,62.1,395,195,Body Care
"TODDLER FORM,OG,SOY,KOSHR",2.505102,2.71021077497748,0.0,12.0,29.833137,25.122727009223198,0.0,99.62,392,219,Packaged Grocery
"MNRL BATH,TRANQUIL CH",1.198795,0.649583967270444,0.0,8.0,11.474578,6.170685610844621,0.0,76.0,664,235,Body Care
"JUICE,OG2,LEMONADE,BO",1.140046,0.677441850046808,0.0,12.0,16.18581,8.53035661900241,0.0,143.52,864,240,Packaged Grocery
"STG 2,OG2,PEARS & MAN",1.034482,0.18299220502485997,1.0,2.0,12.516896000000001,2.4399591630926802,0.0,25.0,174,126,Packaged Grocery
OG2 O.V. 1% LOW FAT MILK,1.168695,0.5774304071870501,0.0,6.0,24.933726,12.332364764735502,0.0,128.04,2300,280,Refrigerated Grocery
"DRESSING,OG2,PAPAYA P",1.0782690000000001,0.437956234345315,0.0,6.0,17.27244,7.0290862214517595,0.0,97.2,971,248,Packaged Grocery
"BONE BROTH,TURKEY",0.8222809999999999,0.502898085664075,0.0,3.0,19.315383999999998,12.198288505825698,0.0,62.01,377,184,Packaged Grocery
"DEOD,STICK,UNSCENTED",1.0706209999999998,0.467423838320609,0.0,6.0,23.392556,10.1889537680018,0.0,137.04,708,234,Body Care
"CEREAL,OG2,HEARTY MOR",1.1738030000000002,0.791537201156188,0.0,10.0,34.950503000000005,23.6111215795879,0.0,310.5,1985,271,Packaged Grocery
NATIVE CNUT MLK LT OG2,1.2479209999999998,1.07208478509825,0.0,20.0,20.941437,16.2291848075395,0.0,305.2,2045,278,Packaged Grocery
"GELATO,TAHITIAN VAN BEAN",1.144449,0.723968225488821,0.0,15.0,31.388514,19.1876818954225,0.0,410.85,2423,284,Frozen
TW BRBN VAN RBGH FR WHEY,2.59163,2.38540431146229,0.0,30.0,24.68088,20.6982257166331,0.0,255.9,1386,262,Vitamins
"PROTEIN POWDER,HEMP",2.123439,1.5811449216845301,0.0,12.0,19.442288,14.079929131174,0.0,122.16,721,245,Vitamins
"MILK,OG,1% HTST, FRESH",1.4976200000000002,0.9400825736999691,0.0,8.0,35.237469,22.1300670556567,0.0,188.24,3782,293,Refrigerated Grocery
OG3 LJULY CL TRTCHP SRIR,0.915632,0.9238836394389671,0.0,6.0,17.811017,17.2592123272302,0.0,111.54,403,163,Packaged Grocery
"BROTH,OG,VEGETABLE",1.018565,0.29292265776185,0.0,4.0,15.921307999999998,4.35106777363383,0.0,53.88,1185,268,Packaged Grocery
"CORNSTARCH,OG",1.014792,0.26082518847022795,0.0,5.0,11.252366,2.86834969793444,0.0,54.65,338,192,Packaged Grocery
HYLAND THRPY GEL/ARNICA,2.2604849999999996,1.84058396199228,0.0,24.0,10.054061,7.80209784675444,0.0,94.8,453,207,Vitamins
ALM DRM CHOCOLATE,0.175438,0.38372269644813,0.0,1.0,4.344385,9.54070116050625,0.0,26.41,57,47,Frozen
SOF LEMON VERBENA SOAP,4.266714,4.77962626176763,0.0,48.0,8.825682,9.75552836039177,0.0,91.2,1406,257,Body Care
"Soup, Tomato & Garden Vegetable, Natural, Kettle C",3.078328,1.4468327301659099,0.0,8.0,10.120365,4.88696410777095,0.0,27.44,383,197,Packaged Grocery
OG2 EDEN SSME SHAKE SEAW,2.4488830000000004,1.9227818203851101,0.0,12.0,4.8535010000000005,3.83490911998267,0.0,24.12,851,237,Packaged Grocery
OG Tea Tree Shaving Gel,1.7229720000000002,1.50202106902053,0.0,12.0,7.52831,6.506869984191691,0.0,51.96,148,117,Body Care
"BROWN SUGAR,OG,LIGHT,BAG",0.8426959999999999,0.480418279637284,0.0,2.0,12.486891,7.169722449260969,0.0,31.62,267,163,Packaged Grocery
EDEN RICE & BLACK BNS OG2,1.191176,0.43218821705420396,1.0,3.0,22.191617,8.24312913529666,16.58,56.79,68,60,Packaged Grocery
"BEAUTY MASK,SOOTHING",2.766666,2.3146211924130897,0.0,6.0,9.175666,7.5487864671374,0.0,20.22,30,28,Body Care
CEL TEA WILD BRY ZINGER,1.0915030000000001,0.477926953295813,1.0,6.0,12.724771,5.1455645290216,1.76,63.24,153,116,Packaged Tea
RECY PRESERVE ULTRA SOFT,1.2037280000000001,1.23387171704133,0.0,30.0,12.918667999999998,11.239502353659699,0.0,265.5,751,241,Body Care
ESC EYE CREAM AZULENE,1.588235,1.1213175023946,0.0,4.0,12.462352000000001,9.12032245140746,0.0,33.44,17,14,Body Care
"MISO,OG,TRAD COUNTRY B",0.9701489999999999,0.298877562062966,0.0,2.0,35.015373,11.3312881532996,0.0,79.9,134,94,Refrigerated Grocery
"TODDLR FORM,OG,DAIRY KSHR",1.909448,2.56615951118755,0.0,36.0,48.278684999999996,38.2867167420265,0.0,670.2,1270,284,Packaged Grocery
EMERITA PERSONAL MOIST,1.908366,1.13647249025902,1.0,8.0,10.50239,6.23474418584662,5.29,43.68,251,162,Body Care
"OIL,OG2,OLIVE,EX VIRG",1.588447,1.8327337728943602,0.0,40.0,160.247346,185.898641866707,0.0,4042.0,2770,269,Packaged Grocery
"BROTH,OG,CHICKEN,L SODIUM",1.1976440000000002,2.10204200850128,0.0,70.0,36.652881,57.08301634705379,0.0,1864.38,2717,282,Packaged Grocery
NAT SEA FISH FILLETS,0.9916229999999999,0.457791829107835,0.0,6.0,42.057246,18.7481166421607,0.0,225.84,955,250,Meat
ACURE COND VOL MINT,2.6910819999999998,2.80439895306623,0.0,48.0,12.39906,11.733187890799199,0.0,144.0,1256,266,Body Care
"SCHIZANDRA,FRUIT",2.25,1.36783322884608,0.0,6.0,11.346561999999999,6.89414646960412,0.0,30.12,32,31,Vitamins
"BEV,OG2,ENERGY,LITE",1.0820889999999999,0.5352043733410701,0.0,4.0,18.510597,8.467213348943782,0.0,63.16,134,108,Packaged Grocery
UNP LIPBALM CHRY SPF18,0.935483,0.512216352138283,0.0,2.0,30.192258000000002,16.610160486818,0.0,65.2,31,30,Body Care
OG2 EDEN QUINOA,0.727272,0.45584230583855195,0.0,1.0,56.052727000000004,37.2550853264891,0.0,105.23,22,21,Packaged Grocery
"TPASTE,CREME DE PEPPER",1.371635,1.49319104543624,0.0,36.0,21.950951999999997,26.2391477991711,0.0,644.76,966,250,Body Care
"CREAM CHEESE,OG,TUBS,PAST",1.1240430000000001,0.42367991066277294,0.0,6.0,31.794954999999998,11.855463125961,0.0,167.94,3136,291,Refrigerated Grocery
ALBA SNBLK KIDS SPF30,3.304964,3.97271915846839,0.0,50.0,16.93929,20.5320851592848,0.0,277.0,564,179,Body Care
"BAR,LEMON CHIA CRISP",1.0,0.0,1.0,1.0,13.378,1.0224676033987599,12.19,14.17,10,10,Packaged Grocery
"DRESSING,BALSAMIC THYM,GF",0.716129,0.466471122276491,0.0,2.0,9.802774000000001,6.61183792114065,0.0,28.06,155,111,Packaged Grocery
GD&CLN PORE PURIFY PEEL,1.116883,1.3762460954008,0.0,6.0,4.70909,5.58616128006433,0.0,25.86,77,66,Body Care
MART JCE APPLE,1.014851,0.121108313282681,1.0,2.0,25.422871,3.07895138175026,24.01,51.68,404,212,Packaged Grocery
CROWN SARDINES IN OIL,1.028089,0.40986122011840703,0.0,6.0,30.451025,12.2589835684516,0.0,181.02,712,236,Packaged Grocery
"TOMATOES,OG,TSCN,WHL,PLD",1.006687,0.4309877259141339,0.0,8.0,18.174722,7.926418742166639,0.0,150.0,1944,279,Packaged Tea
"DEOD,CRYSTAL CONF,CIT",0.5853649999999999,0.6252689521748239,0.0,4.0,8.349853,8.94777075304611,0.0,57.96,205,137,Body Care
OG2 CINNAMON ROLLS,0.918349,0.43269619643213203,0.0,6.0,42.097689,19.910033907054398,0.0,275.04,2229,281,Refrigerated Grocery
"BAR,OG2,TOFFE,ALMND,SSALT",1.0271,0.31159214776505395,0.0,4.0,22.630948,6.8726707453487,0.0,77.96,369,176,Packaged Grocery
"PCKT SAND,OG,VEG POT P",0.877192,0.337500321551527,0.0,2.0,20.158391,7.7804561181302,0.0,45.92,342,189,Frozen
SWEET ECHINACEA,2.416666,2.24722050542442,0.0,12.0,23.221388,21.5572701893322,0.0,115.32,36,32,Vitamins
"TRUFFLE,OG2,SEA SALT",1.149159,0.5738322950783039,0.0,6.0,30.910798,15.086948259419401,0.0,149.75,476,215,Packaged Grocery
NATRA ULTRA SUPER+ PADS,2.0313470000000002,1.71717784449096,0.0,14.0,5.973416,5.094861258549,0.0,41.72,319,193,Body Care
"KALE KRCH,OG2,STHWST",0.446064,0.5741818145047409,0.0,4.0,14.6886,18.5516944520374,0.0,107.72,343,172,Packaged Grocery
ER SCI AZULENE EYE CREME,1.588235,1.1213175023946,0.0,4.0,12.462352000000001,9.12032245140746,0.0,33.44,17,14,Body Care
"HERB TEA,OG1,EASY NOW",0.98911,0.30131428547380396,0.0,3.0,17.89392,5.671067485289071,0.0,56.4,551,210,Packaged Tea
"ICE CREAM,PEANUT BTR CUP",1.10909,0.6575455251024,0.0,14.0,28.315537,16.2852335523944,0.0,329.7,1320,268,Frozen
AMH ESTER C 1000 BIOFLAV,2.362565,1.8972869405808797,0.0,18.0,29.954148999999997,24.1301524298337,0.0,236.52,764,250,Vitamins
"FLAX OIL,OG2,ENRCH W/",2.068965,1.66211621517588,0.0,9.0,32.359425,26.0518338128951,0.0,140.22,87,72,Vitamins
"NATURALLY ALMD BEV,LF,ORI",1.17944,0.7655082862156509,0.0,10.0,27.023967,14.199150949054598,0.0,212.1,1109,268,Packaged Grocery
GD&CLN DALY DTX FMNG CLNS,1.7677720000000001,1.01798319071296,0.0,8.0,7.529526,4.21056141071057,0.0,30.96,211,151,Body Care
"DISH LIQUID,FREE & CLEAR",1.386738,2.43743581202751,0.0,99.0,41.994659000000006,67.6319009945434,0.0,2532.42,2790,280,Packaged Grocery
"TEA,OG2,ECHINACEA PLS",1.041722,0.335875159080469,0.0,6.0,18.848344,6.05579020150831,0.0,122.76,743,237,Packaged Tea
OG2 FH GROUND CLOVES FT,2.25641,1.09347222711461,0.0,4.0,9.662307,4.632772536669401,0.0,16.92,39,36,Packaged Grocery
"YOGURT,GOAT,APRICOT MA",0.6824319999999999,0.466055376467729,0.0,1.0,11.398333000000001,7.89791877129561,0.0,18.1,444,195,Refrigerated Grocery
NAT VITAL CALM ORANGE,2.582089,2.2121796237944102,1.0,18.0,24.997989,21.3248758692743,0.0,173.34,1139,262,Vitamins
ALPHA CF-COLD/FLU TABS,1.927272,1.63510284113393,0.0,6.0,11.498272,9.757474750309079,0.0,36.48,110,90,Vitamins
LEMONAISE,1.0,0.281659264972564,0.0,3.0,14.337625,4.1311140031592,0.0,38.88,480,215,Packaged Grocery
"GAUZE,ROLLED 3IN",3.043478,1.82104517615485,0.0,8.0,7.285216999999999,4.39146990256547,0.0,19.12,23,22,Body Care
"DEOD STK,L/LAST,BTFL",1.021857,0.376811193635984,0.0,5.0,22.420819,8.17832312820372,0.0,105.95,366,187,Body Care
"CHOCOLATE EXTRACT,OG",2.407407,1.71552322718754,0.0,6.0,8.024074,5.60906084231251,0.0,19.68,27,26,Packaged Grocery
"WITCH HAZEL,TONER,ALCH FR",2.740366,2.85227405178624,1.0,24.0,13.63366,14.279148484616801,0.0,126.48,1090,275,Body Care
"CHOCOLATE,OG,DARK 85%",1.343206,0.7622624307293101,0.0,9.0,30.077227,16.4320250180578,0.0,176.94,3106,284,Packaged Grocery
"Water, Coconut and Aloe Vera with Goji Berry and L",1.4725270000000001,0.934088549322795,0.0,6.0,35.886758,22.6777660298955,0.0,144.96,364,187,Body Care
"ICE CREAM SANDWICH,OG",1.042154,0.36877039853860294,0.0,7.0,48.535957,17.1787613092464,0.0,326.27,2135,284,Frozen
"ROAST,HZLNT CRNBRY ENCRUT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,Frozen
HIMALY NETI POT CERAMIC,1.696132,1.2659777577826699,0.0,8.0,13.009613,9.39734057179566,0.0,57.12,362,184,Vitamins
"HAIR & BODY POTION,2CHIC",1.849056,0.765847838053495,1.0,4.0,7.090283,2.89097395272388,3.3,15.56,106,87,Body Care
MUNK PCH CHIA VAN OATML,0.966261,0.8915190083080471,0.0,8.0,6.086531,5.92362842905824,0.0,59.76,741,242,Packaged Grocery
"KRINKLE CHIP,CLASSIC B",1.063625,0.448860538052456,0.0,6.0,34.297779,14.3617044530691,0.0,194.4,833,242,Packaged Grocery
NG AWAPUHI VOLUME SHAMP,2.411645,1.64203747248429,0.0,18.0,9.036025,5.6616852549543095,0.0,58.94,1477,266,Body Care
"GUT SHOT,OG2,GINGER BEET",1.082119,0.37196407708472495,0.0,5.0,23.36788,7.6218704106468,0.0,101.45,1717,280,Refrigerated Grocery
KOYO SOBA RAMEN,1.1441860000000001,0.799447302939768,0.0,9.0,8.836155,5.5907505780185796,0.0,60.66,645,221,Packaged Grocery
"POCKET MEAL,PULLED PORK",1.098159,0.38832854752066703,1.0,4.0,20.693558,7.300290851721599,16.06,75.4,163,117,Frozen
"TURKEY JERKY,ORIGINAL",1.37037,0.623329353455383,0.0,3.0,18.804074,9.203708546736868,0.0,42.33,54,48,Meat
GLUT MULTIGRAIN CRACKERS,1.045283,0.333717128744292,0.0,5.0,14.787320000000001,4.77641737502074,0.0,71.25,530,202,Packaged Grocery
OG2 SALZN DCHC/SSLT/CRML,1.055555,1.00962904647481,0.0,10.0,26.398,21.916272913681397,0.0,217.0,90,76,Packaged Grocery
"TEA,OG,GRN MOROCCAN MI",0.836448,0.49482427006118995,0.0,3.0,12.584042,7.44902500688931,0.0,43.38,428,198,Packaged Tea
"SHAMP,HENNA,SHINE-ENH",0.11875,0.7828240412914158,0.0,12.0,0.484125,3.2272951080949404,0.0,49.8,320,103,Body Care
"PASTA,OG1,PENNE RIGA,",1.122758,0.48751608949029296,0.0,5.0,35.541406,15.9432622359757,0.0,161.75,725,239,Packaged Grocery
"TACO SHELLS,OG3,BLUE",0.993474,0.16155847834440398,0.0,3.0,27.134502,4.5882422505517,0.0,83.19,613,236,Packaged Grocery
"NDLS,OG1,TRADTNL PAD THAI",0.844086,0.724907261002915,0.0,8.0,11.228978,14.149139755724699,0.0,144.48,372,92,Packaged Grocery
FR SAUS APPLE SAGE,1.06459,0.429287777302456,1.0,10.0,45.473566999999996,18.068881744487,0.0,424.9,2601,287,Refrigerated Grocery
 Spiced Apple,0.990384,0.980342641781432,0.0,10.0,22.375576000000002,23.3638354606199,0.0,240.5,104,81,Packaged Grocery
"POTATO PUFFS,OG2,CRISPY",1.0,0.0,1.0,1.0,16.3,14.116214081686302,0.0,24.45,3,3,Frozen
BT ARNIFLORA GEL,2.424196,1.71670683764755,0.0,12.0,9.473522,6.65213364670094,0.0,46.68,653,247,Body Care
FAGE GREEK YOG LF STRAW,1.102336,0.861358278088465,0.0,12.0,14.798186,11.493792736440302,0.0,160.2,1241,280,Refrigerated Grocery
"HEMP HEARTS,OG2,SHELLED",1.159559,0.802450670580519,0.0,12.0,62.217826,41.8717572086965,0.0,607.56,727,249,Vitamins
"GRANOLA BAR,OG,PT CHOCO",1.0654620000000001,0.371804880393879,0.0,4.0,18.135846,6.1630167507152995,0.0,70.12,443,195,Packaged Grocery
"BROWNIE MIX,OG,CHOC FR",0.669172,0.9534193043889749,0.0,6.0,11.030413000000001,12.214173000759999,0.0,41.76,266,158,Packaged Grocery
"WAFFLE,OG2,MPL CINNAM",0.981662,0.344079028800579,0.0,5.0,23.567359,8.30574543415903,0.0,123.2,818,246,Frozen
"YUMMY BEAR,MULTI-VIT&MNRL",2.174644,1.31029355725147,0.0,12.0,18.372807,10.807926447935698,0.0,92.52,773,234,Vitamins
"CURLY FETUCN,OG,W/CHD&BRC",1.557692,1.0031689892092601,0.0,4.0,6.889519,4.483960926665129,0.0,18.32,104,82,Body Care
"TERRASPORT,SPF 30",1.1052629999999999,1.48678388335006,0.0,4.0,7.79,10.285368248147499,0.0,26.64,19,17,Body Care
"SUNSCREEN,SPF30+,GRN TEA",3.4236400000000002,4.5433831678224,0.0,50.0,17.057688,22.6114631955584,0.0,253.92,956,214,Body Care
"POTATO CHIPS,SALT & VNGR",1.387995,1.13826610855598,0.0,10.0,35.934823,28.3303172754356,0.0,282.5,933,256,Packaged Grocery
9 OZ PICO DEGALLO CHIPS (MO),1.101153,0.6811783884135001,0.0,10.0,24.332608,14.0451455154168,0.0,206.0,1127,244,Packaged Grocery
"CREAMER,OG2,SOY,ND,ORIGNL",0.8324739999999999,0.38750118693581,0.0,2.0,25.180773000000002,11.725797171078101,0.0,60.94,388,203,Refrigerated Grocery
"TTHPOWDR,DLY CARE,MIN",2.628762,1.74556714562471,1.0,24.0,8.979697999999999,5.83306954593644,0.0,79.2,1196,256,Body Care
"JUICE,OG,PURE CARROT",1.4796040000000001,1.41417570077181,1.0,10.0,46.038689,12.1835668932168,0.0,132.24,809,251,Packaged Grocery
"CALM,KIDS MULTIVITAMIN",1.563636,0.823595122082104,1.0,6.0,23.344303,12.473141148911099,0.0,89.1,330,182,Vitamins
"CORNBREAD MIX,GF",1.092667,0.37063945566129497,1.0,5.0,9.055543,3.02584307871063,0.0,36.24,1241,266,Packaged Grocery
"TORTILLA CHIP,SEA SLT&",1.610601,2.59340799838352,0.0,70.0,37.269918,62.089382207028706,0.0,1705.9,981,247,Packaged Grocery
"COND,AWAPUHI,VOLUMIZI",2.293893,1.5991523889144799,1.0,12.0,8.506086999999999,5.40598892841087,0.0,43.08,1048,252,Body Care
"COCONUT MILK,OG2,UNSW",1.441217,1.2559721968636297,0.0,32.0,20.359538,17.4901180825692,0.0,483.2,9297,293,Refrigerated Grocery
ANCIENT TRVL NASAL POT,1.9333330000000002,1.7997821218899,0.0,12.0,11.134166,10.2528858477642,0.0,65.52,120,84,Vitamins
"JUICE,OG2,GRAPEFRUIT",0.8498889999999999,0.747788828572762,0.0,6.0,21.99061,18.9865671411763,0.0,139.28,1359,257,Packaged Grocery
"GRNDR,SALT,ALDER SMOK",0.9577459999999999,0.26385167469133997,0.0,2.0,20.712957,6.33432134021052,0.0,44.36,71,58,Packaged Grocery
GHIR CLASSIC WHT BKG BAR,0.0,,0.0,0.0,0.0,,0.0,0.0,1,1,Packaged Grocery
"YOGHURT,LEMON",1.1307049999999998,0.714975201308909,0.0,12.0,21.545845,13.247214980279901,0.0,229.56,1928,279,Refrigerated Grocery
OG2 REAL SESAME CRN THNS,1.1244129999999999,0.5904607851577011,0.0,10.0,10.390641,4.79128531152806,0.0,75.0,1278,285,Packaged Grocery
"MOIST SOAP,SONORA ALMOND",0.192307,0.98058067569092,0.0,5.0,0.607692,3.09863493518331,0.0,15.8,26,26,Body Care
"YGRT,OG3,O'SOY,STRAWB",0.7873680000000001,0.572406603673504,0.0,4.0,7.426939999999999,5.3590855240838495,0.0,39.72,1425,276,Refrigerated Grocery
OG2 HTOT GRN BN PEAR S4,1.017045,0.21925599834448103,0.0,3.0,17.089417,3.9376739025422003,0.0,49.29,704,241,Packaged Grocery
"ALUMINUM FOIL,RECYCLED",1.0083719999999998,0.819299702761371,0.0,15.0,33.550902,26.423175871085,0.0,469.05,1075,259,Packaged Grocery
"Zum Mist, Lemongrass",1.0857139999999998,0.397284679323813,1.0,5.0,32.674087,12.044897104075101,23.81,151.3,455,186,Packaged Grocery
OG2 GIMME SEAWD SNK SES,1.268225,0.9796103198688559,0.0,10.0,11.682888,8.93630316373195,0.0,97.8,727,239,Packaged Grocery
OG2 AH PASTA W/WHT CHDDR,1.785871,1.8139465719303,0.0,20.0,41.912748,42.1045138446266,0.0,419.6,1812,257,Packaged Grocery
"Meats, Ham, Virginia, Uncured;, All Natural, Garre",2.2425740000000003,1.4728542223278502,0.0,12.0,9.169777,5.81829106081532,0.0,51.36,404,190,Body Care
BACH IMPATIENS ESSENCE,1.279069,0.8066074603394391,0.0,4.0,11.456744,6.893078445182249,0.0,38.48,86,72,Vitamins
"SOUP,OG,L/S,LENTIL",1.070422,0.565093176824657,0.0,8.0,23.842285999999998,8.74518129952063,0.0,186.32,923,265,Packaged Grocery
CALC PHOS 6X #2,1.417475,0.822767589759127,0.0,6.0,8.593202999999999,4.980630563589821,0.0,36.66,103,82,Vitamins
"GRK YGRT,LF,PINEAPPLE",0.8664040000000001,0.625342140630233,0.0,10.0,9.725375999999999,6.7724373630538794,0.0,89.7,1527,271,Refrigerated Grocery
"A71101 VINGAR,OG,APPL CID",0.330677,0.556969603696854,0.0,4.0,16.660637,28.2202148183183,0.0,205.72,251,158,Packaged Grocery
OG2 EDENSOY EXTRA ORIG,1.1370200000000001,0.483780629060103,0.0,7.0,29.750816999999998,12.509950221805802,0.0,170.04,1591,283,Packaged Grocery
"HERB TEA,WILD BERRY ZINGR",1.0915030000000001,0.477926953295813,1.0,6.0,12.724771,5.1455645290216,1.76,63.24,153,116,Packaged Tea
"PUMPKIN PIE MIX,OG2,C",1.26415,2.0249715312138603,0.0,25.0,25.739198000000002,39.491894696852604,0.0,495.5,212,96,Packaged Grocery
OG2 AH HNYWHT PRTZ BNNIE,0.619658,0.5206036964875,0.0,2.0,16.868333,14.169513948491002,0.0,54.36,234,154,Packaged Grocery
"NUGGETS,CHKN,MEAT FR",1.034127,0.24731615857449102,1.0,6.0,34.359826,7.89503023483494,19.7,170.28,1846,274,Frozen
"HENNAGRAY,MEDIUM BROW",1.59322,1.20514191563507,0.0,4.0,7.924237,5.87310444941669,0.0,21.08,59,55,Body Care
"MILK,OG,WHOLE",1.332031,0.7423063464676021,0.0,7.0,36.953041999999996,20.5855485500463,0.0,193.69,2304,274,Refrigerated Grocery
CS GREEN TEA DECAF,1.04329,0.242873196178936,1.0,3.0,12.212813,2.70782671640346,10.18,31.62,231,143,Packaged Tea
"TEA,OG3,EGYPTN LICORC MNT",1.021148,0.47888748545198,0.0,6.0,16.372409,7.76835733421495,0.0,96.3,1324,267,Packaged Tea
"TAMPONS,SUPER+",4.0913010000000005,3.4304397797631205,0.0,24.0,14.799863,12.3205185374516,0.0,88.8,1391,278,Body Care
"SOUP,OG2,LENTIL VEGET",1.0836459999999999,0.5290751005486151,0.0,8.0,24.53514,9.75335154682281,0.0,186.32,1064,270,Packaged Grocery
"SEASNG,OG,KELP GRANULES",3.5197599999999998,1.4404335678621998,0.0,12.0,8.605772,3.5034725796025596,0.0,29.04,835,263,Packaged Grocery
ALLERGY SEASON FORMULA,0.957407,0.27236094179272,0.0,3.0,18.797592,5.364057548484009,0.0,59.13,1080,261,Packaged Grocery
"TULSI TEA,OG2,GREEN",1.0275219999999998,0.217257678133839,0.0,4.0,17.97475,3.8486038899644397,0.0,42.24,981,255,Packaged Tea
"TEA,OG,ORANGE GINGER CHOC",2.1804509999999997,1.5167478489736297,0.0,6.0,5.9079690000000005,3.97725384157219,0.0,18.42,133,103,Packaged Grocery
MUIR KETCHUP OG2,0.70162,0.48014712777275803,0.0,4.0,17.395414000000002,12.190136743334598,0.0,103.6,1049,261,Packaged Grocery
"BODY CREAM,SHEA BUTTER",0.25,0.5,0.0,1.0,1.23,2.46,0.0,4.92,4,4,Body Care
"BAR,MILK CHOC TOFFEE&A",1.418458,1.19425158592669,0.0,22.0,28.520177,22.5333125331573,0.0,399.78,2698,282,Packaged Grocery
"GRANOLA,OG2,HNY ALMD,",1.070977,0.34146324316249,1.0,4.0,30.463438,10.671965585287401,0.0,120.84,634,240,Packaged Grocery
FRONT RSTD RED PEPR&GRLC,1.282967,0.7991979374740641,0.0,8.0,19.111071,11.8321409497579,0.0,122.56,364,164,Packaged Grocery
"CEREAL,HPY BELLIES,OAT,OG",0.947565,0.320161599251572,0.0,2.0,15.518314000000002,5.20687758800221,0.0,34.04,267,163,Packaged Grocery
"TEA,OG,ECHINACEA ELDER",0.9498549999999999,0.427564348950011,0.0,6.0,17.224956,7.64331246308474,0.0,105.9,1037,246,Packaged Tea
OG2 N.O. LACTS FREE FORM,1.169934,0.581267058329237,1.0,5.0,60.59854,22.0878268417136,9.64,246.64,459,223,Packaged Grocery
"SOUP,PBLANO PPR&CRN CHWDR",1.041189,0.409907634582738,0.0,4.0,26.885446,10.2959336007464,0.0,97.0,437,190,Packaged Grocery
"DEOD,LIQUID ROCK,FRAG FRE",2.698557,1.7138199345840401,0.0,20.0,7.714874000000001,4.923898199956191,0.0,58.6,1317,278,Body Care
"Prepared Foods, Macro Sus",2.5267169999999997,1.7323969366095302,0.0,15.0,11.229236,7.35373469567932,0.0,62.1,262,140,Body Care
"RAZOR,SHAVE 5 SYSTEM",0.9842200000000001,1.12628825428304,0.0,12.0,26.891893,38.806282924693,0.0,419.88,507,194,Body Care
"HERB TEA,OG2,NETTLE LEAF",1.043585,0.264014538671351,0.0,6.0,19.096339999999998,4.84599294101868,0.0,105.9,1216,268,Packaged Tea
PUFFINS ORIGINAL,1.305585,1.0096798560598599,0.0,10.0,35.337666999999996,21.742823617724298,0.0,255.51,913,254,Packaged Grocery
"TONIC WATER,PREMIUM INDN",1.0106760000000001,0.273652357212637,0.0,3.0,22.217935,6.0480125433445595,0.0,58.71,281,168,Packaged Grocery
"YOGURT,OG,WHL MILK,PLAIN",1.148366,0.6883738011559561,0.0,20.0,22.606154999999998,13.1052531051004,0.0,377.2,3397,282,Refrigerated Grocery
QUAN CANKER COVER PATCH,0.0,,0.0,0.0,0.0,,0.0,0.0,1,1,Body Care
"INFANT FORM,OG,DHA &",1.02496,0.175002785803545,1.0,3.0,108.4817,20.429910159741603,0.0,319.05,641,245,Packaged Grocery
"BAKES,SEA SALT & VINEG",1.152173,0.9488915938699201,0.0,8.0,31.758405,25.7785039342015,0.0,222.24,276,152,Packaged Grocery
